iter	Passed	Remaining
1833	1221	2107
1834	1221	2107
1835	1222	2106
1836	1223	2106
1837	1224	2105
1838	1224	2105
1839	1225	2104
1840	1226	2103
1841	1226	2103
1842	1227	2102
1843	1228	2102
1844	1228	2101
1845	1229	2100
1846	1230	2100
1847	1231	2099
1848	1231	2099
1849	1232	2098
1850	1233	2098
1851	1233	2097
1852	1234	2096
1853	1235	2096
1854	1236	2095
1855	1236	2094
1856	1237	2094
1857	1238	2093
1858	1238	2093
1859	1239	2092
1860	1240	2091
1861	1240	2091
1862	1241	2090
1863	1242	2090
1864	1243	2089
1865	1243	2088
1866	1244	2088
1867	1245	2087
1868	1246	2087
1869	1246	2087
1870	1247	2086
1871	1248	2085
1872	1249	2085
1873	1249	2084
1874	1250	2084
1875	1251	2083
1876	1251	2083
1877	1252	2082
1878	1253	2081
1879	1254	2081
1880	1254	2080
1881	1255	2080
1882	1256	2079
1883	1257	2079
1884	1257	2078
1885	1258	2077
1886	1259	2077
1887	1259	2076
1888	1260	2076
1889	1261	2075
1890	1262	2074
1891	1262	2074
1892	1263	2073
1893	1264	2073
1894	1264	2072
1895	1265	2072
1896	1266	2071
1897	1267	2070
1898	1267	2070
1899	1268	2069
1900	1269	2069
1901	1269	2068
1902	1270	2067
1903	1271	2067
1904	1272	2066
1905	1273	2066
1906	1273	2066
1907	1274	2065
1908	1275	2064
1909	1276	2064
1910	1276	2063
1911	1277	2063
1912	1278	2062
1913	1278	2061
1914	1279	2061
1915	1280	2060
1916	1280	2059
1917	1281	2059
1918	1282	2058
1919	1283	2058
1920	1283	2057
1921	1284	2057
1922	1285	2056
1923	1286	2056
1924	1286	2055
1925	1287	2054
1926	1288	2054
1927	1288	2053
1928	1289	2053
1929	1290	2052
1930	1291	2051
1931	1291	2051
1932	1292	2050
1933	1293	2050
1934	1293	2049
1935	1294	2049
1936	1295	2048
1937	1296	2047
1938	1296	2047
1939	1297	2046
1940	1298	2046
1941	1298	2045
1942	1299	2044
1943	1300	2044
1944	1301	2043
1945	1301	2043
1946	1302	2042
1947	1303	2042
1948	1304	2041
1949	1304	2040
1950	1305	2040
1951	1306	2039
1952	1307	2039
1953	1307	2038
1954	1308	2038
1955	1309	2037
1956	1309	2036
1957	1310	2036
1958	1311	2035
1959	1312	2035
1960	1312	2034
1961	1313	2033
1962	1314	2033
1963	1314	2032
1964	1315	2032
1965	1316	2031
1966	1317	2031
1967	1318	2030
1968	1318	2030
1969	1319	2029
1970	1320	2028
1971	1320	2028
1972	1321	2027
1973	1322	2027
1974	1323	2026
1975	1323	2025
1976	1324	2025
1977	1325	2024
1978	1325	2024
1979	1326	2023
1980	1327	2022
1981	1328	2022
1982	1329	2022
1983	1331	2023
1984	1332	2024
1985	1335	2026
1986	1336	2027
1987	1337	2026
1988	1339	2028
1989	1341	2029
1990	1342	2028
1991	1344	2030
1992	1345	2030
1993	1346	2029
1994	1347	2028
1995	1347	2028
1996	1348	2027
1997	1349	2027
1998	1349	2026
1999	1350	2025
2000	1351	2025
2001	1352	2024
2002	1352	2024
2003	1353	2023
2004	1354	2022
2005	1354	2022
2006	1355	2021
2007	1356	2020
2008	1357	2020
2009	1358	2020
2010	1359	2020
2011	1359	2019
2012	1360	2019
2013	1361	2018
2014	1362	2018
2015	1363	2017
2016	1363	2016
2017	1364	2016
2018	1365	2015
2019	1365	2015
2020	1366	2014
2021	1367	2013
2022	1368	2013
2023	1368	2012
2024	1369	2011
2025	1370	2011
2026	1371	2011
2027	1371	2010
2028	1372	2010
2029	1373	2009
2030	1374	2009
2031	1375	2008
2032	1375	2008
2033	1376	2007
2034	1377	2006
2035	1378	2006
2036	1378	2005
2037	1379	2005
2038	1380	2004
2039	1381	2003
2040	1381	2003
2041	1382	2002
2042	1383	2001
2043	1383	2001
2044	1384	2000
2045	1385	2000
2046	1385	1999
2047	1386	1998
2048	1387	1998
2049	1388	1997
2050	1389	1997
2051	1389	1996
2052	1390	1995
2053	1391	1995
2054	1391	1994
2055	1392	1994
2056	1393	1993
2057	1393	1992
2058	1394	1992
2059	1395	1991
2060	1396	1990
2061	1396	1990
2062	1397	1989
2063	1398	1988
2064	1399	1988
2065	1399	1988
2066	1400	1987
2067	1401	1986
2068	1402	1986
2069	1402	1985
2070	1403	1984
2071	1404	1984
2072	1404	1983
2073	1405	1983
2074	1406	1982
2075	1407	1981
2076	1407	1981
2077	1408	1980
2078	1409	1980
2079	1410	1979
2080	1410	1978
2081	1411	1978
2082	1412	1977
2083	1412	1976
2084	1413	1976
2085	1414	1975
2086	1414	1974
2087	1415	1974
2088	1416	1973
2089	1417	1973
2090	1417	1972
2091	1418	1971
2092	1419	1971
2093	1420	1970
2094	1420	1970
2095	1421	1969
2096	1422	1968
2097	1422	1968
2098	1423	1967
2099	1424	1966
2100	1425	1966
2101	1425	1965
2102	1426	1965
2103	1427	1964
2104	1427	1963
2105	1428	1963
2106	1429	1962
2107	1429	1961
2108	1430	1961
2109	1431	1960
2110	1432	1959
2111	1432	1959
2112	1433	1958
2113	1434	1957
2114	1434	1957
2115	1435	1956
2116	1436	1956
2117	1437	1955
2118	1437	1954
2119	1438	1954
2120	1439	1953
2121	1439	1952
2122	1440	1952
2123	1441	1951
2124	1442	1951
2125	1442	1950
2126	1443	1949
2127	1444	1949
2128	1444	1948
2129	1445	1947
2130	1446	1947
2131	1446	1946
2132	1447	1945
2133	1448	1945
2134	1449	1944
2135	1449	1943
2136	1450	1943
2137	1451	1942
2138	1451	1941
2139	1452	1941
2140	1453	1940
2141	1453	1939
2142	1454	1939
2143	1455	1938
2144	1456	1938
2145	1456	1937
2146	1457	1936
2147	1458	1936
2148	1459	1935
2149	1459	1935
2150	1460	1934
2151	1461	1933
2152	1461	1933
2153	1462	1932
2154	1463	1931
2155	1464	1931
2156	1464	1930
2157	1465	1930
2158	1466	1929
2159	1466	1928
2160	1467	1928
2161	1468	1927
2162	1469	1926
2163	1469	1926
2164	1470	1925
2165	1471	1924
2166	1471	1924
2167	1472	1923
2168	1473	1923
2169	1474	1922
2170	1474	1921
2171	1475	1921
2172	1476	1920
2173	1476	1919
2174	1477	1919
2175	1478	1918
2176	1479	1917
2177	1479	1917
2178	1480	1916
2179	1481	1916
2180	1481	1915
2181	1482	1914
2182	1483	1914
2183	1484	1913
2184	1484	1912
2185	1485	1912
2186	1486	1911
2187	1486	1911
2188	1487	1910
2189	1488	1909
2190	1489	1909
2191	1489	1908
2192	1490	1907
2193	1491	1907
2194	1491	1906
2195	1492	1905
2196	1493	1905
2197	1494	1904
2198	1494	1904
2199	1495	1903
2200	1496	1902
2201	1496	1902
2202	1497	1901
2203	1498	1900
2204	1499	1900
2205	1499	1899
2206	1500	1898
2207	1501	1898
2208	1501	1897
2209	1502	1897
2210	1503	1896
2211	1504	1895
2212	1504	1895
2213	1505	1894
2214	1506	1893
2215	1506	1893
2216	1507	1892
2217	1508	1892
2218	1509	1891
2219	1509	1890
2220	1510	1889
2221	1511	1889
2222	1511	1888
2223	1512	1887
2224	1513	1887
2225	1514	1886
2226	1514	1886
2227	1515	1885
2228	1516	1885
2229	1517	1884
2230	1517	1883
2231	1518	1883
2232	1519	1882
2233	1519	1881
2234	1520	1881
2235	1521	1880
2236	1522	1879
2237	1522	1879
2238	1523	1878
2239	1524	1878
2240	1524	1877
2241	1525	1876
2242	1526	1876
2243	1526	1875
2244	1527	1874
2245	1528	1874
2246	1529	1873
2247	1529	1872
2248	1530	1872
2249	1531	1871
2250	1532	1870
2251	1533	1870
2252	1533	1870
2253	1534	1869
2254	1535	1868
2255	1535	1868
2256	1536	1867
2257	1537	1866
2258	1538	1866
2259	1538	1865
2260	1539	1865
2261	1540	1864
2262	1540	1863
2263	1541	1863
2264	1542	1862
2265	1543	1861
2266	1543	1861
2267	1544	1860
2268	1545	1859
2269	1545	1859
2270	1546	1858
2271	1547	1857
2272	1548	1857
2273	1548	1856
2274	1549	1856
2275	1550	1855
2276	1550	1854
2277	1551	1854
2278	1552	1853
2279	1553	1852
2280	1553	1852
2281	1554	1851
2282	1555	1850
2283	1555	1850
2284	1556	1849
2285	1557	1848
2286	1557	1848
2287	1558	1847
2288	1560	1848
2289	1561	1847
2290	1561	1846
2291	1562	1846
2292	1563	1845
2293	1564	1845
2294	1565	1844
2295	1565	1844
2296	1566	1843
2297	1567	1843
2298	1568	1842
2299	1569	1842
2300	1569	1841
2301	1570	1840
2302	1571	1840
2303	1572	1839
2304	1572	1838
2305	1573	1838
2306	1574	1837
2307	1574	1836
2308	1575	1836
2309	1576	1835
2310	1577	1834
2311	1577	1834
2312	1578	1833
2313	1579	1833
2314	1579	1832
2315	1580	1831
2316	1581	1831
2317	1582	1830
2318	1582	1829
2319	1583	1829
2320	1584	1828
2321	1584	1827
2322	1585	1827
2323	1586	1826
2324	1587	1826
2325	1587	1825
2326	1588	1824
2327	1589	1824
2328	1589	1823
2329	1590	1822
2330	1591	1822
2331	1592	1821
2332	1592	1820
2333	1593	1820
2334	1594	1819
2335	1594	1818
2336	1595	1818
2337	1596	1817
2338	1597	1816
2339	1597	1816
2340	1598	1815
2341	1599	1814
2342	1599	1814
2343	1600	1813
2344	1601	1812
2345	1602	1812
2346	1602	1811
2347	1603	1810
2348	1604	1810
2349	1604	1809
2350	1605	1809
2351	1606	1808
2352	1606	1807
2353	1607	1807
2354	1608	1806
2355	1609	1805
2356	1609	1805
2357	1610	1804
2358	1611	1803
2359	1612	1803
2360	1612	1802
2361	1613	1801
2362	1614	1801
2363	1614	1800
2364	1615	1799
2365	1616	1799
2366	1616	1798
2367	1617	1797
2368	1618	1797
2369	1619	1796
2370	1619	1796
2371	1620	1795
2372	1621	1794
2373	1621	1794
2374	1622	1793
2375	1623	1792
2376	1624	1792
2377	1624	1791
2378	1625	1790
2379	1626	1790
2380	1626	1789
2381	1627	1788
2382	1628	1788
2383	1629	1787
2384	1629	1786
2385	1630	1786
2386	1631	1785
2387	1631	1785
2388	1632	1784
2389	1633	1783
2390	1634	1783
2391	1634	1782
2392	1635	1781
2393	1636	1780
2394	1636	1780
2395	1637	1779
2396	1638	1778
2397	1638	1778
2398	1639	1777
2399	1640	1777
2400	1641	1776
2401	1641	1775
2402	1642	1775
2403	1643	1774
2404	1643	1773
2405	1644	1773
2406	1645	1772
2407	1646	1771
2408	1646	1771
2409	1647	1770
2410	1648	1769
2411	1648	1769
2412	1649	1768
2413	1650	1767
2414	1651	1767
2415	1651	1766
2416	1652	1766
2417	1653	1765
2418	1653	1764
2419	1654	1764
2420	1655	1763
2421	1656	1762
2422	1656	1762
2423	1657	1761
2424	1658	1760
2425	1658	1760
2426	1659	1759
2427	1660	1758
2428	1661	1758
2429	1661	1757
2430	1662	1756
2431	1663	1756
2432	1664	1755
2433	1664	1755
2434	1665	1754
2435	1666	1753
2436	1667	1753
2437	1667	1752
2438	1668	1751
2439	1669	1751
2440	1669	1750
2441	1670	1749
2442	1671	1749
2443	1672	1748
2444	1672	1748
2445	1673	1747
2446	1674	1746
2447	1674	1746
2448	1675	1745
2449	1676	1744
2450	1676	1744
2451	1677	1743
2452	1678	1742
2453	1679	1742
2454	1679	1741
2455	1680	1740
2456	1681	1740
2457	1682	1739
2458	1682	1738
2459	1683	1738
2460	1684	1737
2461	1684	1736
2462	1685	1736
2463	1686	1735
2464	1687	1735
2465	1687	1734
2466	1688	1733
2467	1689	1733
2468	1690	1732
2469	1690	1731
2470	1691	1731
2471	1692	1730
2472	1692	1729
2473	1693	1729
2474	1694	1728
2475	1695	1727
2476	1701	1732
2477	1701	1732
2478	1702	1731
2479	1703	1730
2480	1704	1730
2481	1704	1729
2482	1705	1728
2483	1706	1728
2484	1707	1727
2485	1707	1727
2486	1708	1726
2487	1709	1725
2488	1709	1725
2489	1710	1724
2490	1711	1723
2491	1712	1723
2492	1712	1722
2493	1713	1721
2494	1714	1721
2495	1715	1720
2496	1715	1719
2497	1716	1719
2498	1717	1718
2499	1717	1717
2500	1718	1717
2501	1719	1716
2502	1720	1715
2503	1720	1715
2504	1721	1714
2505	1722	1714
2506	1722	1713
2507	1723	1712
2508	1724	1712
2509	1725	1711
2510	1725	1710
2511	1726	1710
2512	1727	1709
2513	1728	1708
2514	1728	1708
2515	1729	1707
2516	1730	1706
2517	1730	1706
2518	1731	1705
2519	1732	1704
2520	1733	1704
2521	1733	1703
2522	1734	1702
2523	1735	1702
2524	1736	1701
2525	1736	1701
2526	1737	1700
2527	1738	1699
2528	1738	1699
2529	1739	1698
2530	1740	1697
2531	1741	1697
2532	1741	1696
2533	1742	1695
2534	1743	1695
2535	1743	1694
2536	1744	1693
2537	1745	1693
2538	1746	1692
2539	1746	1691
2540	1747	1691
2541	1748	1690
2542	1748	1689
2543	1749	1689
2544	1750	1688
2545	1751	1687
2546	1751	1687
2547	1752	1686
2548	1753	1685
2549	1753	1685
2550	1754	1684
2551	1755	1683
2552	1756	1683
2553	1756	1682
2554	1757	1681
2555	1758	1681
2556	1758	1680
2557	1759	1679
2558	1760	1679
2559	1761	1678
2560	1761	1677
2561	1762	1677
2562	1763	1676
2563	1764	1676
2564	1764	1675
2565	1765	1674
2566	1766	1674
2567	1767	1673
2568	1767	1672
2569	1768	1672
2570	1769	1671
2571	1769	1670
2572	1770	1670
2573	1771	1669
2574	1772	1668
2575	1772	1668
2576	1773	1667
2577	1774	1666
2578	1774	1666
2579	1775	1665
2580	1776	1664
2581	1777	1664
2582	1777	1663
2583	1778	1662
2584	1779	1662
2585	1780	1661
2586	1780	1661
2587	1781	1660
2588	1782	1659
2589	1782	1659
2590	1783	1658
2591	1784	1657
2592	1785	1657
2593	1785	1656
2594	1786	1655
2595	1787	1655
2596	1788	1654
2597	1788	1653
2598	1789	1653
2599	1790	1652
2600	1790	1651
2601	1791	1651
2602	1792	1650
2603	1793	1649
2604	1793	1649
2605	1794	1648
2606	1795	1647
2607	1795	1647
2608	1796	1646
2609	1797	1645
2610	1798	1645
2611	1798	1644
2612	1799	1643
2613	1800	1643
2614	1800	1642
2615	1801	1641
2616	1802	1641
2617	1803	1640
2618	1803	1639
2619	1804	1639
2620	1805	1638
2621	1806	1637
2622	1806	1637
2623	1807	1636
2624	1808	1635
2625	1808	1635
2626	1809	1634
2627	1810	1634
2628	1811	1633
2629	1811	1632
2630	1812	1632
2631	1813	1631
2632	1813	1630
2633	1814	1629
2634	1815	1629
2635	1816	1628
2636	1816	1628
2637	1817	1627
2638	1818	1626
2639	1818	1626
2640	1819	1625
2641	1820	1624
2642	1821	1624
2643	1821	1623
2644	1822	1622
2645	1823	1622
2646	1824	1621
2647	1824	1620
2648	1825	1620
2649	1826	1619
2650	1826	1618
2651	1828	1618
2652	1829	1618
2653	1829	1617
2654	1830	1616
2655	1831	1616
2656	1832	1615
2657	1832	1614
2658	1833	1614
2659	1834	1613
2660	1834	1612
2661	1835	1612
2662	1836	1611
2663	1837	1610
2664	1837	1610
2665	1838	1609
2666	1839	1608
2667	1839	1608
2668	1840	1607
2669	1841	1606
2670	1842	1606
2671	1842	1605
2672	1843	1604
2673	1844	1604
2674	1845	1603
2675	1845	1602
2676	1846	1602
2677	1847	1601
2678	1847	1600
2679	1848	1600
2680	1849	1599
2681	1850	1598
2682	1850	1598
2683	1851	1597
2684	1852	1597
2685	1852	1596
2686	1853	1595
2687	1854	1595
2688	1855	1594
2689	1856	1593
2690	1856	1593
2691	1857	1592
2692	1858	1592
2693	1859	1591
2694	1859	1590
2695	1860	1590
2696	1861	1589
2697	1862	1588
2698	1862	1588
2699	1863	1587
2700	1864	1586
2701	1865	1586
2702	1865	1585
2703	1866	1584
2704	1867	1584
2705	1868	1583
2706	1868	1582
2707	1869	1582
2708	1870	1581
2709	1870	1581
2710	1871	1580
2711	1872	1579
2712	1873	1579
2713	1873	1578
2714	1874	1577
2715	1875	1577
2716	1876	1576
2717	1877	1576
2718	1877	1575
2719	1878	1574
2720	1879	1574
2721	1880	1573
2722	1880	1572
2723	1881	1572
2724	1882	1571
2725	1883	1570
2726	1883	1570
2727	1884	1569
2728	1885	1568
2729	1885	1568
2730	1886	1567
2731	1887	1566
2732	1888	1566
2733	1888	1565
2734	1889	1564
2735	1890	1564
2736	1891	1563
2737	1891	1562
2738	1892	1562
2739	1893	1561
2740	1894	1560
2741	1894	1560
2742	1895	1559
2743	1896	1558
2744	1896	1558
2745	1897	1557
2746	1898	1557
2747	1899	1556
2748	1899	1555
2749	1900	1554
2750	1901	1554
2751	1901	1553
2752	1902	1552
2753	1903	1552
2754	1904	1551
2755	1904	1550
2756	1905	1550
2757	1906	1549
2758	1906	1548
2759	1907	1548
2760	1908	1547
2761	1909	1546
2762	1909	1546
2763	1910	1545
2764	1911	1544
2765	1911	1544
2766	1912	1543
2767	1913	1542
2768	1914	1542
2769	1914	1541
2770	1915	1540
2771	1916	1540
2772	1917	1539
2773	1917	1538
2774	1918	1538
2775	1919	1537
2776	1919	1536
2777	1920	1536
2778	1921	1535
2779	1922	1534
2780	1922	1534
2781	1923	1533
2782	1937	1543
2783	1938	1543
2784	1939	1542
2785	1940	1541
2786	1940	1541
2787	1941	1540
2788	1942	1539
2789	1943	1539
2790	1944	1538
2791	1944	1537
2792	1945	1537
2793	1946	1536
2794	1946	1535
2795	1947	1535
2796	1948	1534
2797	1949	1533
2798	1949	1533
2799	1950	1532
2800	1951	1531
2801	1951	1531
2802	1952	1530
2803	1953	1529
2804	1954	1529
2805	1954	1528
2806	1955	1527
2807	1956	1527
2808	1956	1526
2809	1957	1525
2810	1958	1525
2811	1959	1524
2812	1959	1523
2813	1960	1523
2814	1961	1522
2815	1961	1521
2816	1962	1520
2817	1963	1520
2818	1964	1519
2819	1964	1518
2820	1965	1518
2821	1966	1517
2822	1967	1517
2823	1967	1516
2824	1968	1515
2825	1969	1514
2826	1970	1514
2827	1970	1513
2828	1971	1512
2829	1972	1512
2830	1972	1511
2831	1973	1510
2832	1974	1510
2833	1975	1509
2834	1975	1508
2835	1976	1508
2836	1977	1507
2837	1978	1506
2838	1978	1506
2839	1979	1505
2840	1980	1504
2841	1980	1504
2842	1981	1503
2843	1982	1502
2844	1983	1502
2845	1983	1501
2846	1984	1500
2847	1985	1500
2848	1985	1499
2849	1986	1498
2850	1987	1498
2851	1988	1497
2852	1988	1496
2853	1989	1496
2854	1990	1495
2855	1990	1494
2856	1991	1493
2857	1992	1493
2858	1993	1492
2859	1993	1491
2860	1994	1491
2861	1995	1490
2862	1995	1489
2863	1996	1489
2864	1997	1488
2865	1998	1487
2866	1998	1487
2867	1999	1486
2868	2000	1485
2869	2000	1485
2870	2001	1484
2871	2002	1483
2872	2003	1483
2873	2003	1482
2874	2004	1481
2875	2005	1480
2876	2006	1480
2877	2006	1479
2878	2007	1478
2879	2008	1478
2880	2009	1478
2881	2011	1478
2882	2013	1478
2883	2015	1478
2884	2017	1478
2885	2017	1478
2886	2018	1477
2887	2019	1476
2888	2019	1475
2889	2020	1475
2890	2021	1474
2891	2024	1475
2892	2025	1475
2893	2026	1474
2894	2027	1474
2895	2029	1474
2896	2031	1474
2897	2033	1474
2898	2034	1474
2899	2036	1474
2900	2037	1474
2901	2038	1473
2902	2040	1474
2903	2043	1474
2904	2045	1474
2905	2046	1474
2906	2047	1474
2907	2049	1474
2908	2051	1474
2909	2051	1473
2910	2054	1474
2911	2055	1473
2912	2055	1472
2913	2057	1472
2914	2058	1472
2915	2058	1471
2916	2059	1470
2917	2060	1470
2918	2061	1469
2919	2061	1468
2920	2062	1468
2921	2063	1467
2922	2063	1466
2923	2064	1465
2924	2065	1465
2925	2066	1464
2926	2066	1463
2927	2067	1463
2928	2068	1462
2929	2068	1461
2930	2069	1460
2931	2070	1460
2932	2071	1459
2933	2071	1458
2934	2072	1458
2935	2073	1457
2936	2073	1456
2937	2074	1456
2938	2075	1455
2939	2076	1454
2940	2076	1454
2941	2077	1453
2942	2078	1452
2943	2079	1451
2944	2079	1451
2945	2080	1450
2946	2081	1449
2947	2081	1449
2948	2082	1448
2949	2083	1447
2950	2084	1447
2951	2084	1446
2952	2085	1445
2953	2086	1444
2954	2086	1444
2955	2087	1443
2956	2088	1442
2957	2089	1442
2958	2089	1441
2959	2090	1440
2960	2091	1440
2961	2092	1439
2962	2092	1438
2963	2093	1438
2964	2094	1437
2965	2094	1436
2966	2095	1435
2967	2096	1435
2968	2097	1434
2969	2097	1433
2970	2098	1433
2971	2099	1432
2972	2099	1431
2973	2100	1431
2974	2101	1430
2975	2102	1429
2976	2102	1428
2977	2103	1428
2978	2104	1427
2979	2104	1426
2980	2105	1426
2981	2106	1425
2982	2107	1424
2983	2107	1424
2984	2108	1423
2985	2109	1422
2986	2109	1421
2987	2110	1421
2988	2111	1420
2989	2112	1419
2990	2112	1419
2991	2113	1418
2992	2114	1417
2993	2114	1417
2994	2115	1416
2995	2116	1415
2996	2117	1414
2997	2117	1414
2998	2118	1413
2999	2119	1412
3000	2120	1412
3001	2120	1411
3002	2121	1410
3003	2122	1410
3004	2122	1409
3005	2123	1408
3006	2124	1407
3007	2124	1407
3008	2125	1406
3009	2126	1405
3010	2127	1405
3011	2127	1404
3012	2128	1403
3013	2129	1403
3014	2130	1402
3015	2130	1401
3016	2131	1401
3017	2132	1400
3018	2133	1399
3019	2133	1398
3020	2134	1398
3021	2135	1397
3022	2135	1396
3023	2136	1396
3024	2137	1395
3025	2138	1394
3026	2138	1394
3027	2139	1393
3028	2140	1392
3029	2140	1391
3030	2141	1391
3031	2142	1390
3032	2143	1389
3033	2143	1389
3034	2144	1388
3035	2145	1387
3036	2146	1387
3037	2146	1386
3038	2147	1385
3039	2148	1385
3040	2148	1384
3041	2149	1383
3042	2150	1382
3043	2151	1382
3044	2151	1381
3045	2152	1380
3046	2153	1380
3047	2153	1379
3048	2154	1378
3049	2155	1378
3050	2156	1377
3051	2157	1376
3052	2157	1376
3053	2158	1375
3054	2159	1374
3055	2160	1374
3056	2160	1373
3057	2161	1372
3058	2162	1372
3059	2163	1371
3060	2163	1370
3061	2164	1369
3062	2165	1369
3063	2165	1368
3064	2166	1367
3065	2167	1367
3066	2167	1366
3067	2168	1365
3068	2169	1364
3069	2170	1364
3070	2170	1363
3071	2171	1362
3072	2172	1362
3073	2172	1361
3074	2173	1360
3075	2174	1360
3076	2175	1359
3077	2175	1358
3078	2176	1357
3079	2177	1357
3080	2177	1356
3081	2178	1355
3082	2179	1355
3083	2180	1354
3084	2180	1353
3085	2181	1353
3086	2182	1352
3087	2182	1351
3088	2183	1350
3089	2184	1350
3090	2184	1349
3091	2185	1348
3092	2186	1348
3093	2187	1347
3094	2187	1346
3095	2188	1345
3096	2189	1345
3097	2190	1344
3098	2190	1343
3099	2191	1343
3100	2192	1342
3101	2192	1341
3102	2193	1341
3103	2194	1340
3104	2195	1339
3105	2195	1338
3106	2196	1338
3107	2197	1337
3108	2197	1336
3109	2200	1337
3110	2202	1337
3111	2204	1337
3112	2206	1337
3113	2206	1336
3114	2207	1335
3115	2209	1336
3116	2212	1336
3117	2213	1335
3118	2213	1335
3119	2214	1334
3120	2215	1333
3121	2216	1333
3122	2216	1332
3123	2217	1331
3124	2218	1330
3125	2219	1330
3126	2219	1329
3127	2220	1328
3128	2221	1328
3129	2221	1327
3130	2222	1326
3131	2223	1326
3132	2224	1325
3133	2224	1324
3134	2225	1323
3135	2226	1323
3136	2227	1322
3137	2227	1321
3138	2228	1321
3139	2229	1320
3140	2229	1319
3141	2230	1319
3142	2231	1318
3143	2232	1317
3144	2232	1316
3145	2233	1316
3146	2234	1315
3147	2234	1314
3148	2235	1314
3149	2236	1313
3150	2237	1312
3151	2237	1311
3152	2238	1311
3153	2239	1310
3154	2239	1309
3155	2240	1309
3156	2241	1308
3157	2242	1307
3158	2242	1307
3159	2243	1306
3160	2244	1305
3161	2244	1304
3162	2245	1304
3163	2246	1303
3164	2246	1302
3165	2247	1302
3166	2248	1301
3167	2249	1300
3168	2249	1299
3169	2250	1299
3170	2251	1298
3171	2252	1297
3172	2252	1297
3173	2253	1296
3174	2254	1295
3175	2255	1295
3176	2255	1294
3177	2256	1293
3178	2257	1293
3179	2258	1292
3180	2258	1291
3181	2259	1290
3182	2260	1290
3183	2260	1289
3184	2261	1288
3185	2262	1288
3186	2263	1287
3187	2263	1286
3188	2264	1286
3189	2265	1285
3190	2266	1284
3191	2266	1283
3192	2267	1283
3193	2268	1282
3194	2268	1281
3195	2269	1281
3196	2270	1280
3197	2271	1279
3198	2271	1278
3199	2272	1278
3200	2273	1277
3201	2273	1276
3202	2274	1276
3203	2275	1275
3204	2276	1274
3205	2276	1274
3206	2277	1273
3207	2278	1272
3208	2279	1272
3209	2280	1271
3210	2281	1271
3211	2282	1270
3212	2282	1269
3213	2283	1269
3214	2284	1268
3215	2285	1267
3216	2285	1266
3217	2286	1266
3218	2287	1265
3219	2287	1264
3220	2288	1264
3221	2289	1263
3222	2290	1262
3223	2290	1261
3224	2291	1261
3225	2292	1260
3226	2292	1259
3227	2293	1259
3228	2294	1258
3229	2295	1257
3230	2295	1257
3231	2296	1256
3232	2297	1255
3233	2298	1254
3234	2298	1254
3235	2299	1253
3236	2300	1252
3237	2301	1252
3238	2301	1251
3239	2302	1250
3240	2303	1250
3241	2303	1249
3242	2304	1248
3243	2305	1248
3244	2306	1247
3245	2306	1246
3246	2307	1245
3247	2308	1245
3248	2309	1244
3249	2309	1243
3250	2310	1242
3251	2311	1242
3252	2311	1241
3253	2312	1240
3254	2313	1240
3255	2314	1239
3256	2314	1238
3257	2315	1238
3258	2316	1237
3259	2317	1236
3260	2317	1236
3261	2318	1235
3262	2319	1234
3263	2319	1233
3264	2320	1233
3265	2321	1232
3266	2322	1231
3267	2322	1231
3268	2323	1230
3269	2324	1229
3270	2325	1228
3271	2325	1228
3272	2326	1227
3273	2327	1226
3274	2327	1226
3275	2328	1225
3276	2329	1224
3277	2330	1224
3278	2330	1223
3279	2331	1222
3280	2332	1221
3281	2332	1221
3282	2333	1220
3283	2334	1219
3284	2335	1219
3285	2335	1218
3286	2336	1217
3287	2337	1216
3288	2337	1216
3289	2338	1215
3290	2339	1214
3291	2340	1214
3292	2340	1213
3293	2341	1212
3294	2342	1211
3295	2342	1211
3296	2343	1210
3297	2344	1209
3298	2345	1209
3299	2345	1208
3300	2346	1207
3301	2347	1206
3302	2347	1206
3303	2348	1205
3304	2349	1204
3305	2350	1204
3306	2350	1203
3307	2351	1202
3308	2352	1202
3309	2352	1201
3310	2353	1200
3311	2354	1199
3312	2355	1199
3313	2355	1198
3314	2356	1197
3315	2357	1197
3316	2357	1196
3317	2358	1195
3318	2359	1194
3319	2359	1194
3320	2360	1193
3321	2361	1192
3322	2362	1192
3323	2363	1191
3324	2364	1190
3325	2364	1190
3326	2365	1189
3327	2366	1188
3328	2366	1188
3329	2367	1187
3330	2368	1186
3331	2369	1185
3332	2369	1185
3333	2370	1184
3334	2371	1183
3335	2371	1183
3336	2372	1182
3337	2373	1181
3338	2374	1181
3339	2374	1180
3340	2375	1179
3341	2376	1178
3342	2376	1178
3343	2377	1177
3344	2378	1176
3345	2379	1176
3346	2379	1175
3347	2380	1174
3348	2381	1173
3349	2382	1173
3350	2382	1172
3351	2383	1171
3352	2384	1171
3353	2384	1170
3354	2385	1169
3355	2386	1168
3356	2386	1168
3357	2387	1167
3358	2388	1166
3359	2389	1166
3360	2389	1165
3361	2390	1164
3362	2391	1163
3363	2392	1163
3364	2392	1162
3365	2393	1161
3366	2394	1161
3367	2394	1160
3368	2395	1159
3369	2396	1159
3370	2397	1158
3371	2397	1157
3372	2398	1156
3373	2399	1156
3374	2399	1155
3375	2400	1154
3376	2401	1154
3377	2402	1153
3378	2402	1152
3379	2403	1151
3380	2404	1151
3381	2404	1150
3382	2405	1149
3383	2406	1149
3384	2407	1148
3385	2407	1147
3386	2408	1147
