iter	RMSE
226	3.851507396
227	3.839311304
228	3.832237628
229	3.821496961
230	3.813366656
231	3.80254284
232	3.792688463
233	3.790952297
234	3.781562407
235	3.779268726
236	3.769781729
237	3.765753357
238	3.760265501
239	3.756543167
240	3.750089367
241	3.74062891
242	3.732539691
243	3.725432177
244	3.717318141
245	3.711568303
246	3.703085794
247	3.694903797
248	3.689859573
249	3.688742321
250	3.682948833
251	3.681967682
252	3.673067871
253	3.669061744
254	3.664261226
255	3.661061537
256	3.656284992
257	3.650358378
258	3.642379
259	3.640289914
260	3.635720496
261	3.627626402
262	3.620650793
263	3.611992489
264	3.603901511
265	3.597706579
266	3.591871501
267	3.588905858
268	3.583488434
269	3.577495994
270	3.573201404
271	3.568479687
272	3.567476886
273	3.564393654
274	3.559798645
275	3.553101403
276	3.54786849
277	3.541950377
278	3.53635938
279	3.53086697
280	3.52949265
281	3.521060754
282	3.51375442
283	3.511560217
284	3.507407081
285	3.500750165
286	3.4958439
287	3.490221256
288	3.486479416
289	3.485869448
290	3.479674732
291	3.476217295
292	3.471026638
293	3.467837972
294	3.464734024
295	3.463954987
296	3.460190737
297	3.456739827
298	3.451807474
299	3.446736418
300	3.4462507
301	3.439813832
302	3.434372621
303	3.430250151
304	3.427220472
305	3.420423414
306	3.418391022
307	3.416702727
308	3.413332249
309	3.409290905
310	3.408005855
311	3.400473097
312	3.396673741
313	3.393956781
314	3.391533471
315	3.388760384
316	3.386532316
317	3.383080627
318	3.380795736
319	3.376675215
320	3.37422967
321	3.371652617
322	3.367521409
323	3.366895538
324	3.360928615
325	3.355200569
326	3.351262519
327	3.350725016
328	3.345603831
329	3.34252576
330	3.341947461
331	3.337680908
332	3.335087593
333	3.33330957
334	3.33081
335	3.327406626
336	3.324513236
337	3.321964056
338	3.317020444
339	3.313775913
340	3.309115915
341	3.303289092
342	3.297554671
343	3.292254248
344	3.289523014
345	3.289091011
346	3.285903309
347	3.283686426
348	3.28151909
349	3.276589983
350	3.272673134
351	3.269344738
352	3.265547322
353	3.263625234
354	3.259775286
355	3.25591872
356	3.252978023
357	3.252529857
358	3.249110132
359	3.244981059
360	3.240773188
361	3.23943553
362	3.238651431
363	3.238216497
364	3.234362213
365	3.231495692
366	3.230200599
367	3.226032401
368	3.224056062
369	3.220127883
370	3.218530121
371	3.213866116
372	3.209623293
373	3.205066339
374	3.203960977
375	3.196687968
376	3.192159418
377	3.188768272
378	3.185413023
379	3.182633669
380	3.181337189
381	3.175810387
382	3.171882818
383	3.167965603
384	3.165312906
385	3.164705113
386	3.161088855
387	3.160823248
388	3.156658538
389	3.156327342
390	3.154402886
391	3.151045937
392	3.147642976
393	3.14608262
394	3.142086249
395	3.140577168
396	3.135370527
397	3.13237557
398	3.128432335
399	3.127056119
400	3.122261697
401	3.120991737
402	3.120768437
403	3.118751142
404	3.115889377
405	3.114108888
406	3.111143229
407	3.11099927
408	3.107136656
409	3.10267714
410	3.097523668
411	3.093321518
412	3.090490234
413	3.08894977
414	3.082428526
415	3.080538548
416	3.075310693
417	3.073349652
418	3.073162064
419	3.071133285
420	3.06949198
421	3.06222016
422	3.058419194
423	3.055929119
424	3.053095377
425	3.052766345
426	3.05038746
427	3.048798181
428	3.047405949
429	3.042983936
430	3.041538908
431	3.036734515
432	3.034166304
433	3.031090497
434	3.028878309
435	3.026631401
436	3.02629563
437	3.024687256
438	3.0193451
439	3.016867997
440	3.013070838
441	3.011860148
442	3.009449807
443	3.007659711
444	3.007233576
445	3.003418808
446	2.999177291
447	2.995758864
448	2.993529596
449	2.990077389
450	2.98777919
451	2.986614922
452	2.984792315
453	2.98373983
454	2.981139482
455	2.980808995
456	2.976559328
457	2.974562339
458	2.974356405
459	2.972960513
460	2.969242751
461	2.966877784
462	2.965691597
463	2.962273829
464	2.958444348
465	2.9571706
466	2.956164392
467	2.951258441
468	2.949302903
469	2.94653927
470	2.946295047
471	2.943055841
472	2.942078342
473	2.941824116
474	2.940588384
475	2.935983993
476	2.934633326
477	2.932322205
478	2.930313315
479	2.927537805
480	2.925251281
481	2.922229553
482	2.918390768
483	2.914448096
484	2.911448304
485	2.911109044
486	2.910652049
487	2.90783621
488	2.907769344
489	2.90519868
490	2.905049761
491	2.901048331
492	2.899219969
493	2.897487894
494	2.895056034
495	2.891688933
496	2.890499413
497	2.888613714
498	2.888456938
499	2.887492915
500	2.885299807
501	2.885112582
502	2.88293731
503	2.880793091
504	2.87926138
505	2.878269458
506	2.87717091
507	2.873188244
508	2.868724698
509	2.866880425
510	2.864342379
511	2.861891508
512	2.861422576
513	2.858930664
514	2.857115779
515	2.855589376
516	2.853919151
517	2.852119627
518	2.848757278
519	2.846325506
520	2.843639047
521	2.843504027
522	2.841624724
523	2.840785903
524	2.839618744
525	2.8366948
526	2.836547931
527	2.831894291
528	2.830824914
529	2.828643975
530	2.826791401
531	2.825287074
532	2.823266963
533	2.818830241
534	2.816330286
535	2.813206876
536	2.811553889
537	2.809822498
538	2.807459854
539	2.804880774
540	2.801677091
541	2.800482303
542	2.798779052
543	2.794617084
544	2.793841417
545	2.793241229
546	2.791758962
547	2.790224057
548	2.789192458
549	2.789008674
550	2.78670678
551	2.785202526
552	2.782713958
553	2.780782707
554	2.779991224
555	2.779752333
556	2.777806823
557	2.775915267
558	2.77501386
559	2.774308498
560	2.77273338
561	2.770644401
562	2.770521228
563	2.769208859
564	2.763105641
565	2.762449627
566	2.760170391
567	2.757813668
568	2.756932657
569	2.755572428
570	2.753546755
571	2.753148631
572	2.752983848
573	2.751209249
574	2.749154174
575	2.747488662
576	2.745400687
577	2.743999965
578	2.741713632
579	2.738515659
580	2.737098694
581	2.734244845
582	2.731829067
583	2.730615257
584	2.729082381
585	2.728671395
586	2.726104728
587	2.724226998
588	2.722805202
589	2.720699495
590	2.718026574
591	2.71559182
592	2.714200839
593	2.712109915
594	2.710282695
595	2.706425188
596	2.704705691
597	2.703113916
598	2.701381501
599	2.700449271
600	2.697747694
601	2.693299601
602	2.693127982
603	2.692683556
604	2.691742487
605	2.691581833
606	2.688218786
607	2.686302987
608	2.684864367
609	2.684227367
610	2.68219816
611	2.681668306
612	2.681543796
613	2.680547347
614	2.680216311
615	2.679515054
616	2.675938832
617	2.674665883
618	2.672541242
619	2.672410824
620	2.67019363
621	2.668591471
622	2.666713321
623	2.663464165
624	2.662321296
625	2.661131594
626	2.659191249
627	2.657803815
628	2.656131156
629	2.653274511
630	2.651631168
631	2.650427345
632	2.64928264
633	2.648515035
634	2.646793774
635	2.646647413
636	2.645545793
637	2.643491904
638	2.643395036
639	2.6428949
640	2.63875183
641	2.63773391
642	2.635452921
643	2.633487234
644	2.631748095
645	2.628511236
646	2.626316385
647	2.626253064
648	2.624165675
649	2.624047828
650	2.621391373
651	2.620506063
652	2.620423968
653	2.618503169
654	2.615805108
655	2.614501164
656	2.613692394
657	2.613592073
658	2.612813108
659	2.610778554
660	2.609938558
661	2.60840971
662	2.607995855
663	2.606289546
664	2.60614767
665	2.604542888
666	2.602614023
667	2.602521014
668	2.601080335
669	2.599387051
670	2.597544712
671	2.596522529
672	2.595293651
673	2.592534242
674	2.591602537
675	2.590409919
676	2.58875576
677	2.587866219
678	2.586821634
679	2.580748925
680	2.580420707
681	2.580062672
682	2.57954969
683	2.577939515
684	2.576851067
685	2.575378559
686	2.574145501
687	2.573064712
688	2.571470931
689	2.569919575
690	2.568987897
691	2.567296633
692	2.565900064
693	2.56474131
694	2.561790489
695	2.560469842
696	2.559430571
697	2.558405323
698	2.558322301
699	2.558253629
700	2.556193178
701	2.555668987
702	2.554363978
703	2.55428588
704	2.552536771
705	2.551838389
706	2.551745584
707	2.551560992
708	2.55143407
709	2.550699144
710	2.550625165
711	2.549002317
712	2.547433443
713	2.546482194
714	2.54471706
715	2.542078282
716	2.540536696
717	2.53938251
718	2.53812022
719	2.53718498
720	2.536200714
721	2.535639081
722	2.534937226
723	2.53352346
724	2.532246076
725	2.532172502
726	2.531616992
727	2.528870256
728	2.528641813
729	2.527600005
730	2.526967321
731	2.524773725
732	2.524389612
733	2.523395513
734	2.521911195
735	2.520730029
736	2.519899555
737	2.518067503
738	2.517994886
739	2.517233646
740	2.516467078
741	2.514969039
742	2.513753523
743	2.512942455
744	2.511249466
745	2.508638004
746	2.50709791
747	2.506108255
748	2.505096853
749	2.503824657
750	2.502821295
751	2.502080939
752	2.500166205
753	2.499660674
754	2.498011491
755	2.496495564
756	2.496227837
757	2.495448015
758	2.49365429
759	2.492774994
760	2.490995817
761	2.490916765
762	2.488705318
763	2.488218917
764	2.487080888
765	2.482981448
766	2.481490543
767	2.480473854
768	2.477548681
769	2.476355984
770	2.475730057
771	2.474364353
772	2.473315774
773	2.472525201
774	2.471116104
775	2.470757744
776	2.469299403
777	2.468303339
778	2.466754117
779	2.466030606
780	2.464552105
781	2.463236808
782	2.46253496
783	2.461746758
784	2.460052498
785	2.456701402
786	2.455817663
787	2.454709494
788	2.451961544
789	2.451039189
790	2.44836441
791	2.446599236
792	2.445972195
793	2.445924705
794	2.44504534
795	2.441852909
796	2.441341583
797	2.439675432
798	2.438560423
799	2.436792349
800	2.435568578
801	2.434620903
802	2.433366803
803	2.432496157
804	2.430465131
805	2.428989003
806	2.427827695
807	2.427038875
808	2.42488453
809	2.422799457
810	2.421814092
811	2.420808185
812	2.419546243
813	2.419029239
814	2.417997737
815	2.417750706
816	2.416670107
817	2.415838211
818	2.414693723
819	2.41346074
820	2.412540426
821	2.410578579
822	2.409233088
823	2.406159789
824	2.405103777
825	2.40373947
826	2.403087276
827	2.402227244
828	2.401708715
829	2.400975606
830	2.400222899
831	2.39885931
832	2.397147994
833	2.396143555
834	2.394944961
835	2.393929024
836	2.392320483
837	2.391621639
838	2.39030149
839	2.389561121
840	2.388167686
841	2.387321261
842	2.385874624
843	2.384321787
844	2.383290353
845	2.382733978
846	2.381827405
847	2.381226174
848	2.380532137
849	2.37937501
850	2.378311415
851	2.377192974
852	2.376126236
853	2.375615971
854	2.374273603
855	2.373708542
856	2.370655465
857	2.370009808
858	2.367873843
859	2.36374151
860	2.362587613
861	2.359660324
862	2.35855156
863	2.357112071
864	2.356413965
865	2.354102637
866	2.353403623
867	2.352672128
868	2.352532386
869	2.352026007
870	2.351455649
871	2.349614753
872	2.349355201
873	2.348016709
874	2.347099692
875	2.346876569
876	2.346673284
877	2.345856262
878	2.345532483
879	2.345073419
880	2.3438864
881	2.343083236
882	2.341770274
883	2.339659141
884	2.338606236
885	2.337821001
886	2.336692752
887	2.335984643
888	2.335129631
889	2.334156119
890	2.331914887
891	2.33123238
892	2.330374005
893	2.329451337
894	2.328559671
895	2.32801788
896	2.32774297
897	2.326995024
898	2.326232049
899	2.324899538
900	2.324867202
901	2.324252642
902	2.323132164
903	2.32269837
904	2.320363521
905	2.319425124
906	2.318542303
907	2.317719421
908	2.315655579
909	2.314741329
910	2.313740641
911	2.313093659
912	2.312720925
913	2.311346739
914	2.307954509
915	2.307121317
916	2.306521906
917	2.305499242
918	2.303846817
919	2.303457185
920	2.3030117
921	2.302547243
922	2.302274986
923	2.301214581
924	2.300147835
925	2.299141181
926	2.298514068
927	2.298050583
928	2.297695709
929	2.29640002
930	2.294497425
931	2.29347674
932	2.292938165
933	2.292288039
934	2.29161161
935	2.290710347
936	2.290154689
937	2.289825088
938	2.288989782
939	2.288626376
940	2.287391943
941	2.284487376
942	2.284085966
943	2.282741573
944	2.282022041
945	2.281579685
946	2.280433428
947	2.279582197
948	2.279321263
949	2.278695083
950	2.27767753
951	2.27733387
952	2.276760155
953	2.275610539
954	2.275000251
955	2.273162822
956	2.272204318
957	2.271543204
958	2.270611688
959	2.270222718
960	2.269112679
961	2.267998889
962	2.266897387
963	2.266541979
964	2.266240685
965	2.265169523
966	2.263301734
967	2.261099979
968	2.260554268
969	2.259951189
970	2.259135543
971	2.25841804
972	2.256651663
973	2.256605696
974	2.256350362
975	2.25546059
976	2.254551381
977	2.253509847
978	2.252362386
979	2.251646431
980	2.249560337
981	2.248682788
982	2.247759945
983	2.24772979
984	2.247661047
985	2.247614969
986	2.246312077
987	2.244637723
988	2.24365523
989	2.24305635
990	2.242906044
991	2.242332366
992	2.241926816
993	2.241409471
994	2.240939309
995	2.240562836
996	2.239821778
997	2.237923674
998	2.237480455
999	2.236555824
1000	2.235791627
1001	2.235252178
1002	2.234784264
1003	2.234024911
1004	2.2338424
1005	2.233550213
1006	2.231580613
1007	2.230857815
1008	2.228497274
1009	2.227957251
1010	2.227555356
1011	2.227062832
1012	2.226787469
1013	2.226067903
1014	2.225453236
1015	2.22456874
1016	2.223801847
1017	2.223732293
1018	2.223214057
1019	2.217151004
1020	2.216753645
1021	2.21594868
1022	2.215573867
1023	2.214049417
1024	2.210090155
1025	2.208039943
1026	2.207544948
1027	2.207466779
1028	2.206771786
1029	2.205892633
1030	2.205603588
1031	2.204997031
1032	2.204389757
1033	2.204079759
1034	2.203260186
1035	2.202371508
1036	2.20183493
1037	2.201300608
1038	2.200354722
1039	2.199801915
1040	2.199007359
1041	2.198093369
1042	2.197217796
1043	2.196365818
1044	2.195818191
1045	2.195248988
1046	2.1945585
1047	2.194107552
1048	2.192626544
1049	2.190682808
1050	2.189672291
1051	2.189100434
1052	2.188598316
1053	2.187895005
1054	2.187618719
1055	2.186829117
1056	2.186170127
1057	2.18534501
1058	2.184672647
1059	2.184185205
1060	2.183588947
1061	2.182670214
1062	2.182634388
1063	2.180939749
1064	2.180491186
1065	2.175972137
1066	2.175229425
1067	2.17458591
1068	2.173538453
1069	2.173000491
1070	2.172239029
1071	2.172198641
1072	2.171450699
1073	2.169871039
1074	2.169365922
1075	2.168757771
1076	2.16813767
1077	2.167814551
1078	2.167083026
1079	2.165907591
1080	2.165832289
1081	2.164358312
1082	2.163752728
1083	2.163033105
1084	2.162791506
1085	2.161504081
1086	2.160666928
1087	2.160209468
1088	2.159053476
1089	2.158503162
1090	2.158486979
1091	2.158088898
1092	2.157417978
1093	2.154659053
1094	2.154567344
1095	2.154209099
1096	2.153784665
1097	2.152006126
1098	2.151481475
1099	2.151061692
1100	2.14969103
1101	2.149297099
1102	2.146965365
1103	2.144128515
1104	2.143710304
1105	2.142495439
1106	2.141803256
1107	2.141559877
1108	2.14074126
1109	2.140656598
1110	2.140149123
1111	2.139885994
1112	2.138728702
1113	2.138582375
1114	2.138501356
1115	2.136780666
1116	2.135686145
1117	2.135277857
1118	2.13513048
1119	2.134178823
1120	2.133766025
1121	2.131518535
1122	2.130590223
1123	2.130563713
1124	2.129992779
1125	2.129483639
1126	2.128367616
1127	2.12676425
1128	2.126138
1129	2.125187586
1130	2.124686693
1131	2.124031395
1132	2.123067081
1133	2.122936845
1134	2.122352204
1135	2.121712807
1136	2.119870751
1137	2.11935137
1138	2.118905299
1139	2.118181717
1140	2.117463713
1141	2.116747764
1142	2.116712793
1143	2.116101382
1144	2.115555735
1145	2.11523687
1146	2.114616904
1147	2.114080188
1148	2.113570475
1149	2.113144591
1150	2.112394126
1151	2.110627821
1152	2.11022857
1153	2.109601826
1154	2.108352731
1155	2.107658139
1156	2.106841745
1157	2.105855998
1158	2.104276899
1159	2.103066089
1160	2.101405316
1161	2.100704442
1162	2.100046073
1163	2.099263961
1164	2.098793611
1165	2.098513639
1166	2.09817058
1167	2.097107765
1168	2.096570649
1169	2.095990501
1170	2.095662515
1171	2.094887203
1172	2.094850931
1173	2.094447726
1174	2.094412476
1175	2.093768858
1176	2.092964394
1177	2.091430933
1178	2.090373964
1179	2.089376819
1180	2.089018989
1181	2.088358008
1182	2.087870469
1183	2.087242653
1184	2.086403143
1185	2.086017582
1186	2.084828938
1187	2.083925684
1188	2.083870629
1189	2.083017742
1190	2.081207523
1191	2.080686139
1192	2.080310532
1193	2.079894755
1194	2.079179365
1195	2.077522838
1196	2.076769034
1197	2.075513785
1198	2.073248809
1199	2.072890986
1200	2.072314233
1201	2.07183878
1202	2.071359945
1203	2.070530996
1204	2.070291598
1205	2.070016141
1206	2.06881876
1207	2.068000896
1208	2.066726047
1209	2.065755534
1210	2.065378753
1211	2.064804747
1212	2.064518542
1213	2.064500179
1214	2.063385049
1215	2.062767386
1216	2.059846898
1217	2.058668894
1218	2.058143014
1219	2.057701952
1220	2.057647287
1221	2.057633662
1222	2.055871849
1223	2.054107861
1224	2.05343229
1225	2.052875755
1226	2.052603607
1227	2.052128072
1228	2.050305416
1229	2.048818091
1230	2.048789552
1231	2.048534172
1232	2.048455508
1233	2.04805956
1234	2.047819799
1235	2.047366921
1236	2.046391556
1237	2.044358701
1238	2.04401309
1239	2.043725088
1240	2.043353748
1241	2.042751266
1242	2.041655708
1243	2.041032796
1244	2.040235278
1245	2.039883465
1246	2.03965919
1247	2.039151966
1248	2.03894284
1249	2.038145186
1250	2.037028958
1251	2.036073216
1252	2.035206776
1253	2.034787277
1254	2.034411382
1255	2.034398126
1256	2.034007297
1257	2.033764125
1258	2.0302856
1259	2.030203103
1260	2.030136238
1261	2.029499601
1262	2.028515819
1263	2.028164534
1264	2.027901578
1265	2.027464723
1266	2.027197052
1267	2.027116822
1268	2.027096197
1269	2.02670419
1270	2.026678983
1271	2.025605448
1272	2.025118233
1273	2.024267748
1274	2.023860947
1275	2.023329368
1276	2.023288781
1277	2.022977582
1278	2.022354381
1279	2.021734608
1280	2.021205212
1281	2.020686662
1282	2.020063977
1283	2.019589916
1284	2.019047822
1285	2.018343826
1286	2.016999801
1287	2.016803538
1288	2.016622224
1289	2.016610348
1290	2.015809911
1291	2.015807767
1292	2.015727792
1293	2.015250134
1294	2.014440801
1295	2.014416043
1296	2.01427045
1297	2.014142415
1298	2.013537613
1299	2.013515886
1300	2.012676531
1301	2.012405149
1302	2.0121114
1303	2.011363028
1304	2.011241707
1305	2.010558408
1306	2.010360247
1307	2.0101185
1308	2.009695416
1309	2.009076043
1310	2.008464035
1311	2.007962927
1312	2.007136602
1313	2.006870965
1314	2.006513631
1315	2.006279357
1316	2.006128832
1317	2.005341183
1318	2.004798733
1319	2.004787136
1320	2.004355727
1321	2.003784283
1322	2.000920385
1323	1.999978047
1324	1.999321054
1325	1.999298622
1326	1.997718818
1327	1.996649032
1328	1.996625234
1329	1.996223648
1330	1.995564478
1331	1.995284709
1332	1.994794981
1333	1.994386569
1334	1.993459071
1335	1.992841575
1336	1.992551967
1337	1.992086641
1338	1.990757374
1339	1.990650487
1340	1.989338758
1341	1.989178329
1342	1.988816463
1343	1.988273366
1344	1.987605596
1345	1.987374976
1346	1.986929347
1347	1.986639992
1348	1.985662184
1349	1.98524595
1350	1.985032187
1351	1.984540542
1352	1.984261971
1353	1.984241507
1354	1.983967654
1355	1.982612539
1356	1.982014754
1357	1.981466257
1358	1.981253072
1359	1.980550797
1360	1.980054807
1361	1.979751636
1362	1.978973172
1363	1.978950583
1364	1.978181774
1365	1.978067371
1366	1.977765575
1367	1.977505565
1368	1.976772037
1369	1.976337224
1370	1.975725397
1371	1.975715723
1372	1.975262691
1373	1.974895798
1374	1.974535086
1375	1.974470909
1376	1.973872836
1377	1.973483071
1378	1.972912969
1379	1.972342469
1380	1.971947842
1381	1.971679532
1382	1.971663569
1383	1.970521354
1384	1.970244304
1385	1.969621245
1386	1.969406415
1387	1.96914263
1388	1.96864593
1389	1.968075984
1390	1.968033757
1391	1.967223738
1392	1.966880853
1393	1.96686871
1394	1.966795438
1395	1.966448021
1396	1.966430666
1397	1.966396126
1398	1.966037397
1399	1.965724956
1400	1.965358425
1401	1.96491786
1402	1.964578054
1403	1.96429363
1404	1.963237076
1405	1.963174912
1406	1.963082174
1407	1.9624931
1408	1.96207224
1409	1.961545632
1410	1.960818369
1411	1.960544032
1412	1.960299669
1413	1.960193884
1414	1.959965832
1415	1.959076864
1416	1.958733631
1417	1.957611753
1418	1.95609404
1419	1.953815572
1420	1.953367054
1421	1.952852329
1422	1.952837866
1423	1.952548566
1424	1.951381747
1425	1.951363378
1426	1.950934899
1427	1.950719824
1428	1.950371198
1429	1.950095649
1430	1.949464293
1431	1.94945312
1432	1.948923755
1433	1.948360902
1434	1.948345784
1435	1.948170113
1436	1.947932989
1437	1.947424453
1438	1.947293075
1439	1.947283075
1440	1.946821148
1441	1.946093497
1442	1.945602062
1443	1.944996809
1444	1.944687644
1445	1.944623504
1446	1.944381555
1447	1.944308062
1448	1.943358473
1449	1.942868252
1450	1.942204128
1451	1.941557544
1452	1.940517098
1453	1.940454313
1454	1.939580477
1455	1.939278243
1456	1.939257287
1457	1.939090499
1458	1.938885147
1459	1.937656696
1460	1.936992109
1461	1.936745745
1462	1.936243917
1463	1.935824559
1464	1.935590541
1465	1.935221242
1466	1.935131172
1467	1.934661462
1468	1.934152758
1469	1.933810486
1470	1.93327937
1471	1.932298916
1472	1.931923942
1473	1.931577714
1474	1.931084755
1475	1.930757515
1476	1.930752794
1477	1.930522019
1478	1.930510693
1479	1.929664118
1480	1.929656471
1481	1.929239071
1482	1.929224244
1483	1.928795319
1484	1.928534131
1485	1.928209568
1486	1.928201534
1487	1.928096257
1488	1.927903651
1489	1.927366291
1490	1.927028245
1491	1.926762424
1492	1.926412475
1493	1.926210164
1494	1.925891085
1495	1.925652558
1496	1.925542596
1497	1.925533718
1498	1.925172441
1499	1.92491729
1500	1.923600385
1501	1.923420419
1502	1.923412458
1503	1.922914715
1504	1.922682499
1505	1.922127256
1506	1.92176111
1507	1.92112597
1508	1.920518866
1509	1.919886457
1510	1.91960969
1511	1.919589976
1512	1.918250682
1513	1.918056199
1514	1.918041611
1515	1.917618013
1516	1.917609333
1517	1.917384033
1518	1.916859251
1519	1.91685259
1520	1.916128948
1521	1.916122601
1522	1.915512365
1523	1.915346232
1524	1.914204832
1525	1.914104629
1526	1.914052157
1527	1.913683153
1528	1.91363449
1529	1.913311408
1530	1.912994012
1531	1.912987977
1532	1.912625939
1533	1.911551923
1534	1.911436824
1535	1.911119569
1536	1.910907687
1537	1.909845783
1538	1.909519041
1539	1.909256803
1540	1.90903622
1541	1.908584331
1542	1.908268894
1543	1.907967426
1544	1.90678163
1545	1.906419233
1546	1.906193278
1547	1.905157683
1548	1.904868817
1549	1.904491646
1550	1.904431069
1551	1.904375693
1552	1.903438222
1553	1.903236852
1554	1.903076259
1555	1.902491699
1556	1.901263338
1557	1.90125661
1558	1.901057035
1559	1.901050973
1560	1.900347849
1561	1.90015248
1562	1.899380887
1563	1.898862258
1564	1.897633599
1565	1.897320624
1566	1.896916288
1567	1.896122902
1568	1.89585501
1569	1.895843568
1570	1.895636755
1571	1.895122489
1572	1.895045358
1573	1.895027774
1574	1.895011462
1575	1.894071535
1576	1.893750541
1577	1.893334936
1578	1.89330421
1579	1.892848602
1580	1.892479135
1581	1.892462367
1582	1.892159241
1583	1.889837533
1584	1.889831845
1585	1.889590921
1586	1.889243186
1587	1.889035821
1588	1.888588491
1589	1.887933655
1590	1.887717825
1591	1.887703925
1592	1.886816626
1593	1.886800344
1594	1.885338583
1595	1.88457061
1596	1.883628312
1597	1.883612989
1598	1.883490099
1599	1.883322619
1600	1.883304834
1601	1.882967117
1602	1.882323963
1603	1.881932264
1604	1.881710951
1605	1.881632052
1606	1.881504637
1607	1.881281925
1608	1.879826283
1609	1.879521243
1610	1.878844591
1611	1.878368222
1612	1.878196332
1613	1.878074931
1614	1.878071071
1615	1.877627245
1616	1.877146786
1617	1.876907654
1618	1.876598981
1619	1.876284359
1620	1.875954104
1621	1.875674079
1622	1.875109469
1623	1.873970411
1624	1.873773773
1625	1.873023609
1626	1.873023094
1627	1.872590434
1628	1.872498282
1629	1.872170781
1630	1.871911114
1631	1.871205523
1632	1.871148384
1633	1.871038538
1634	1.870545321
1635	1.870437932
1636	1.870205533
1637	1.870194557
1638	1.869894946
1639	1.869471862
1640	1.869218051
1641	1.868977281
1642	1.868754673
1643	1.868282296
1644	1.868102121
1645	1.867707654
1646	1.866510885
1647	1.865689919
1648	1.865062973
1649	1.864523831
1650	1.863989174
1651	1.863807873
1652	1.863769214
1653	1.863319117
1654	1.863069204
1655	1.863051622
1656	1.862713612
1657	1.862655657
1658	1.862371512
1659	1.861697731
1660	1.861575229
1661	1.860620413
1662	1.860325267
1663	1.860273767
1664	1.859768655
